cid,Source,pid,utid,uid,Type,ApplicationDate,StartDate,EndDate,LeaseTerm,SignedDate,MoveInDate,MoveOutDate,lid
2038,Source2,1111,222,2225,Application,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,4837
2038,Source2,1111,222,2225,Renewal,2015-12-01,2015-12-01,2016-12-01,12,2015-12-01,2015-12-01,2016-12-01,4838
2038,Source2,1111,222,2225,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,4839
2038,Source2,1111,222,2225,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,4840
2038,Source2,1111,222,2225,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,4841
2038,Source2,1111,222,2225,Renewal,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,4842
2038,Source2,1111,222,2225,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,4843
2039,Source2,1111,222,2226,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4844
2039,Source2,1111,222,2226,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,4845
2040,Source2,1111,222,2226,Application,2012-06-01,2012-06-01,2015-06-01,36,2012-06-01,2012-06-01,2015-06-01,4846
2041,Source2,1111,222,2226,Application,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4847
2041,Source2,1111,222,2226,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,4848
2041,Source2,1111,222,2226,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4849
2041,Source2,1111,222,2226,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4850
2042,Source2,1111,222,2227,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4851
2042,Source2,1111,222,2227,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,4852
2042,Source2,1111,222,2227,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4853
2042,Source2,1111,222,2227,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4854
2042,Source2,1111,222,2227,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4855
2042,Source2,1111,222,2227,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,4856
2042,Source2,1111,222,2227,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,4857
2042,Source2,1111,222,2227,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4858
2043,Source2,1111,222,2228,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4859
2043,Source2,1111,222,2228,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,4860
2043,Source2,1111,222,2228,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,4861
2043,Source2,1111,222,2228,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,4862
2043,Source2,1111,222,2228,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4863
2043,Source2,1111,222,2228,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4864
2044,Source2,1111,222,2228,Application,2017-06-01,2017-06-01,2020-06-01,36,2017-06-01,2017-06-01,2020-06-01,4865
2044,Source2,1111,222,2228,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,4866
2045,Source2,1111,222,2228,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4867
2046,Source2,1111,222,2229,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,4868
2046,Source2,1111,222,2229,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4869
2046,Source2,1111,222,2229,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4870
2047,Source2,1111,222,2229,Application,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4871
2048,Source2,1111,222,2229,Application,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,4872
2048,Source2,1111,222,2229,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,4873
2048,Source2,1111,222,2229,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,4874
2048,Source2,1111,222,2229,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4875
2049,Source2,1111,222,22210,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,4876
2049,Source2,1111,222,22210,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4877
2050,Source2,1111,222,22210,Application,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4878
2050,Source2,1111,222,22210,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4879
2050,Source2,1111,222,22210,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4880
2051,Source2,1111,222,22210,Application,2017-06-01,2017-06-01,2018-12-01,18,2017-06-01,2017-06-01,2018-12-01,4881
2052,Source2,1111,222,22210,Application,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,4882
2052,Source2,1111,222,22210,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4883
2053,Source2,1111,222,22211,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4884
2054,Source2,1111,222,22211,Application,2011-12-01,2011-12-01,2013-06-01,18,2011-12-01,2011-12-01,2013-06-01,4885
2054,Source2,1111,222,22211,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,4886
2054,Source2,1111,222,22211,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4887
2055,Source2,1111,222,22211,Application,2017-06-01,2017-06-01,2020-06-01,36,2017-06-01,2017-06-01,2020-06-01,4888
2055,Source2,1111,222,22211,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4889
2056,Source2,1111,222,22212,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,4890
2057,Source2,1111,222,22212,Application,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4891
2057,Source2,1111,222,22212,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4892
2057,Source2,1111,222,22212,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4893
2058,Source2,1111,222,22212,Application,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,4894
2059,Source2,1111,222,22212,Application,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,4895
2059,Source2,1111,222,22212,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4896
2060,Source2,1111,222,22213,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4897
2060,Source2,1111,222,22213,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,4898
2061,Source2,1111,222,22213,Application,2013-06-01,2013-06-01,2016-06-01,36,2013-06-01,2013-06-01,2016-06-01,4899
2061,Source2,1111,222,22213,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4900
2061,Source2,1111,222,22213,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,4901
2061,Source2,1111,222,22213,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4902
2061,Source2,1111,222,22213,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4903
2062,Source2,1111,222,22214,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,4904
2062,Source2,1111,222,22214,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4905
2063,Source2,1111,222,22214,Application,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4906
2063,Source2,1111,222,22214,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4907
2064,Source2,1111,222,22214,Application,2016-06-01,2016-06-01,2017-12-01,18,2016-06-01,2016-06-01,2017-12-01,4908
2064,Source2,1111,222,22214,Renewal,2017-12-01,2017-12-01,2018-12-01,12,2017-12-01,2017-12-01,2018-12-01,4909
2064,Source2,1111,222,22214,Renewal,2018-12-01,2018-12-01,2019-12-01,12,2018-12-01,2018-12-01,2019-12-01,4910
2064,Source2,1111,222,22214,Renewal,2019-12-01,2019-12-01,2020-12-01,12,2019-12-01,2019-12-01,2020-12-01,4911
2064,Source2,1111,222,22214,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4912
2065,Source2,1111,222,22215,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,4913
2065,Source2,1111,222,22215,Renewal,2012-06-01,2012-06-01,2013-06-01,12,2012-06-01,2012-06-01,2013-06-01,4914
2065,Source2,1111,222,22215,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4915
2065,Source2,1111,222,22215,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,4916
2065,Source2,1111,222,22215,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,4917
2066,Source2,1111,222,22215,Application,2018-06-01,2018-06-01,2019-12-01,18,2018-06-01,2018-06-01,2019-12-01,4918
2066,Source2,1111,222,22215,Renewal,2019-12-01,2019-12-01,2021-12-01,24,2019-12-01,2019-12-01,,4919
2067,Source2,1111,222,22215,Application,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,4920
2068,Source2,1111,222,22216,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,4921
2069,Source2,1111,222,22216,Application,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4922
2070,Source2,1111,222,22216,Application,2014-06-01,2014-06-01,2017-06-01,36,2014-06-01,2014-06-01,2017-06-01,4923
2071,Source2,1111,222,22216,Application,2017-06-01,2017-06-01,2018-12-01,18,2017-06-01,2017-06-01,2018-12-01,4924
2071,Source2,1111,222,22216,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,4925
2072,Source2,1111,222,22216,Application,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,4926
2072,Source2,1111,222,22216,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,4927
2073,Source2,1111,222,22217,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4928
2073,Source2,1111,222,22217,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,4929
2073,Source2,1111,222,22217,Renewal,2013-12-01,2013-12-01,2015-12-01,24,2013-12-01,2013-12-01,2015-12-01,4930
2074,Source2,1111,222,22217,Application,2015-12-01,2015-12-01,2018-12-01,36,2015-12-01,2015-12-01,2018-12-01,4931
2074,Source2,1111,222,22217,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,4932
2074,Source2,1111,222,22217,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4933
2075,Source2,1111,222,22218,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4934
2076,Source2,1111,222,22218,Application,2011-06-01,2011-06-01,2012-12-01,18,2011-06-01,2011-06-01,2012-12-01,4935
2077,Source2,1111,222,22218,Application,2012-12-01,2012-12-01,2015-12-01,36,2012-12-01,2012-12-01,2015-12-01,4936
2077,Source2,1111,222,22218,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,4937
2078,Source2,1111,222,22218,Application,2017-12-01,2017-12-01,2019-06-01,18,2017-12-01,2017-12-01,2019-06-01,4938
2078,Source2,1111,222,22218,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,4939
2079,Source2,1111,222,22218,Application,2020-06-01,2020-06-01,2021-12-01,18,2020-06-01,2020-06-01,,4940
2079,Source2,1111,222,22218,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,4941
2080,Source2,1111,222,22219,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4942
2080,Source2,1111,222,22219,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,4943
2080,Source2,1111,222,22219,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,4944
2080,Source2,1111,222,22219,Renewal,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,4945
2080,Source2,1111,222,22219,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,4946
2080,Source2,1111,222,22219,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,4947
2081,Source2,1111,222,22219,Application,2017-12-01,2017-12-01,2020-12-01,36,2017-12-01,2017-12-01,2020-12-01,4948
2081,Source2,1111,222,22219,Renewal,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,4949
2082,Source2,1111,222,22220,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,4950
2082,Source2,1111,222,22220,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,4951
2082,Source2,1111,222,22220,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4952
2082,Source2,1111,222,22220,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4953
2082,Source2,1111,222,22220,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,4954
2082,Source2,1111,222,22220,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,4955
2083,Source2,1111,222,22220,Application,2019-06-01,2019-06-01,2022-06-01,36,2019-06-01,2019-06-01,,4956
2084,Source2,1111,222,22221,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4957
2085,Source2,1111,222,22221,Application,2011-12-01,2011-12-01,2013-06-01,18,2011-12-01,2011-12-01,2013-06-01,4958
2085,Source2,1111,222,22221,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,4959
2085,Source2,1111,222,22221,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4960
2085,Source2,1111,222,22221,Renewal,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4961
2085,Source2,1111,222,22221,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,4962
2085,Source2,1111,222,22221,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4963
2085,Source2,1111,222,22221,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,4964
2085,Source2,1111,222,22221,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4965
2086,Source2,1111,222,22222,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4966
2086,Source2,1111,222,22222,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,4967
2086,Source2,1111,222,22222,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,4968
2086,Source2,1111,222,22222,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4969
2086,Source2,1111,222,22222,Renewal,2017-06-01,2017-06-01,2018-06-01,12,2017-06-01,2017-06-01,2018-06-01,4970
2086,Source2,1111,222,22222,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4971
2086,Source2,1111,222,22222,Renewal,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4972
2087,Source2,1111,222,22223,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4973
2087,Source2,1111,222,22223,Renewal,2011-06-01,2011-06-01,2012-06-01,12,2011-06-01,2011-06-01,2012-06-01,4974
2088,Source2,1111,222,22223,Application,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,4975
2088,Source2,1111,222,22223,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,4976
2089,Source2,1111,222,22223,Application,2016-06-01,2016-06-01,2017-06-01,12,2016-06-01,2016-06-01,2017-06-01,4977
2089,Source2,1111,222,22223,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,4978
2089,Source2,1111,222,22223,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,4979
2089,Source2,1111,222,22223,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,4980
2090,Source2,1111,222,22224,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,4981
2090,Source2,1111,222,22224,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,4982
2090,Source2,1111,222,22224,Renewal,2012-12-01,2012-12-01,2013-12-01,12,2012-12-01,2012-12-01,2013-12-01,4983
2091,Source2,1111,222,22224,Application,2013-12-01,2013-12-01,2015-06-01,18,2013-12-01,2013-12-01,2015-06-01,4984
2091,Source2,1111,222,22224,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4985
2091,Source2,1111,222,22224,Renewal,2017-06-01,2017-06-01,2019-06-01,24,2017-06-01,2017-06-01,2019-06-01,4986
2092,Source2,1111,222,22224,Application,2019-06-01,2019-06-01,2022-06-01,36,2019-06-01,2019-06-01,,4987
2093,Source2,1111,222,22225,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,4988
2093,Source2,1111,222,22225,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,4989
2093,Source2,1111,222,22225,Renewal,2013-06-01,2013-06-01,2014-06-01,12,2013-06-01,2013-06-01,2014-06-01,4990
2093,Source2,1111,222,22225,Renewal,2014-06-01,2014-06-01,2015-06-01,12,2014-06-01,2014-06-01,2015-06-01,4991
2093,Source2,1111,222,22225,Renewal,2015-06-01,2015-06-01,2017-06-01,24,2015-06-01,2015-06-01,2017-06-01,4992
2094,Source2,1111,222,22225,Application,2017-06-01,2017-06-01,2020-06-01,36,2017-06-01,2017-06-01,2020-06-01,4993
2095,Source2,1111,222,22225,Application,2020-06-01,2020-06-01,2022-06-01,24,2020-06-01,2020-06-01,,4994
2096,Source2,1111,222,22226,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,4995
2097,Source2,1111,222,22226,Application,2012-06-01,2012-06-01,2015-06-01,36,2012-06-01,2012-06-01,2015-06-01,4996
2097,Source2,1111,222,22226,Renewal,2015-06-01,2015-06-01,2016-06-01,12,2015-06-01,2015-06-01,2016-06-01,4997
2098,Source2,1111,222,22226,Application,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,4998
2098,Source2,1111,222,22226,Renewal,2018-06-01,2018-06-01,2020-06-01,24,2018-06-01,2018-06-01,2020-06-01,4999
2098,Source2,1111,222,22226,Renewal,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,5000
2099,Source2,1111,222,22226,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,5001
2100,Source2,1111,222,22227,Application,2010-06-01,2010-06-01,2012-06-01,24,2010-06-01,2010-06-01,2012-06-01,5002
2100,Source2,1111,222,22227,Renewal,2012-06-01,2012-06-01,2014-06-01,24,2012-06-01,2012-06-01,2014-06-01,5003
2100,Source2,1111,222,22227,Renewal,2014-06-01,2014-06-01,2016-06-01,24,2014-06-01,2014-06-01,2016-06-01,5004
2100,Source2,1111,222,22227,Renewal,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,5005
2100,Source2,1111,222,22227,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,5006
2100,Source2,1111,222,22227,Renewal,2019-06-01,2019-06-01,2021-06-01,24,2019-06-01,2019-06-01,2021-06-01,5007
2100,Source2,1111,222,22227,Renewal,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,5008
2101,Source2,1111,222,22228,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,5009
2101,Source2,1111,222,22228,Renewal,2011-12-01,2011-12-01,2013-12-01,24,2011-12-01,2011-12-01,2013-12-01,5010
2102,Source2,1111,222,22228,Application,2013-12-01,2013-12-01,2014-12-01,12,2013-12-01,2013-12-01,2014-12-01,5011
2102,Source2,1111,222,22228,Renewal,2014-12-01,2014-12-01,2015-12-01,12,2014-12-01,2014-12-01,2015-12-01,5012
2102,Source2,1111,222,22228,Renewal,2015-12-01,2015-12-01,2017-12-01,24,2015-12-01,2015-12-01,2017-12-01,5013
2103,Source2,1111,222,22228,Application,2017-12-01,2017-12-01,2020-12-01,36,2017-12-01,2017-12-01,2020-12-01,5014
2104,Source2,1111,222,22228,Application,2020-12-01,2020-12-01,2022-06-01,18,2020-12-01,2020-12-01,,5015
2105,Source2,1111,222,22229,Application,2010-06-01,2010-06-01,2011-12-01,18,2010-06-01,2010-06-01,2011-12-01,5016
2105,Source2,1111,222,22229,Renewal,2011-12-01,2011-12-01,2012-12-01,12,2011-12-01,2011-12-01,2012-12-01,5017
2105,Source2,1111,222,22229,Renewal,2012-12-01,2012-12-01,2014-12-01,24,2012-12-01,2012-12-01,2014-12-01,5018
2105,Source2,1111,222,22229,Renewal,2014-12-01,2014-12-01,2016-12-01,24,2014-12-01,2014-12-01,2016-12-01,5019
2105,Source2,1111,222,22229,Renewal,2016-12-01,2016-12-01,2018-12-01,24,2016-12-01,2016-12-01,2018-12-01,5020
2105,Source2,1111,222,22229,Renewal,2018-12-01,2018-12-01,2020-12-01,24,2018-12-01,2018-12-01,2020-12-01,5021
2106,Source2,1111,222,22229,Application,2020-12-01,2020-12-01,2021-12-01,12,2020-12-01,2020-12-01,,5022
2106,Source2,1111,222,22229,Renewal,2021-12-01,2021-12-01,2022-06-01,6,2021-12-01,,,5023
2107,Source2,1111,222,22230,Application,2010-06-01,2010-06-01,2011-06-01,12,2010-06-01,2010-06-01,2011-06-01,5024
2107,Source2,1111,222,22230,Renewal,2011-06-01,2011-06-01,2013-06-01,24,2011-06-01,2011-06-01,2013-06-01,5025
2108,Source2,1111,222,22230,Application,2013-06-01,2013-06-01,2016-06-01,36,2013-06-01,2013-06-01,2016-06-01,5026
2109,Source2,1111,222,22230,Application,2016-06-01,2016-06-01,2018-06-01,24,2016-06-01,2016-06-01,2018-06-01,5027
2109,Source2,1111,222,22230,Renewal,2018-06-01,2018-06-01,2019-06-01,12,2018-06-01,2018-06-01,2019-06-01,5028
2109,Source2,1111,222,22230,Renewal,2019-06-01,2019-06-01,2020-06-01,12,2019-06-01,2019-06-01,2020-06-01,5029
2110,Source2,1111,222,22230,Application,2020-06-01,2020-06-01,2021-06-01,12,2020-06-01,2020-06-01,2021-06-01,5030
2111,Source2,1111,222,22230,Application,2021-06-01,2021-06-01,2022-06-01,12,2021-06-01,2021-06-01,,5031
2112,Source2,1111,222,22231,Application,2010-06-01,2010-06-01,2013-06-01,36,2010-06-01,2010-06-01,2013-06-01,5032
2112,Source2,1111,222,22231,Renewal,2013-06-01,2013-06-01,2015-06-01,24,2013-06-01,2013-06-01,2015-06-01,5033
